Player,Player_ID,SEASON_ID,League_id,Team_id,Team_Abbreviation,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION
Tina Charles,202250.0,2022-23,10,1611661317.0,PHO,34.0,16,16,530.0,104,236,0.441,24,66,0.364,44,55,0.8,15,101,116,34,13,12,39,43,276,,,,
Tina Charles,202250.0,2022-23,10,1611661328.0,SEA,34.0,18,10,453.0,94,197,0.477,15,44,0.341,23,26,0.885,36,97,133,33,12,11,34,53,226,,,,
Tina Charles,202250.0,2022-23,10,0.0,TOT,34.0,34,26,982.0,198,433,0.457,39,110,0.355,67,81,0.827,51,198,249,67,25,23,73,96,502,,,,
Tina Charles,202250.0,2024-25,10,1611661330.0,ATL,36.0,39,39,1160.0,243,533,0.456,11,42,0.262,84,107,0.785,97,277,374,89,36,20,61,96,581,,,,
Layshia Clarendon,203406.0,2013-14,10,1611661325.0,IND,23.0,30,4,582.0,55,166,0.331,7,27,0.259,9,22,0.409,18,36,54,55,16,1,40,66,126,,,,
Layshia Clarendon,203406.0,2014-15,10,1611661325.0,IND,24.0,29,3,398.0,49,122,0.402,6,19,0.316,17,24,0.708,12,30,42,34,11,0,28,33,121,,,,
Layshia Clarendon,203406.0,2015-16,10,1611661325.0,IND,25.0,29,12,602.0,77,173,0.445,13,32,0.406,26,34,0.765,28,50,78,57,20,0,47,57,193,,,,
Layshia Clarendon,203406.0,2016-17,10,1611661330.0,ATL,26.0,34,32,959.0,124,266,0.466,18,52,0.346,88,115,0.765,43,104,147,119,25,3,75,79,354,,,,
Layshia Clarendon,203406.0,2017-18,10,1611661330.0,ATL,27.0,34,33,1015.0,137,362,0.378,11,61,0.18,80,91,0.879,30,98,128,226,32,2,90,97,365,,,,
Layshia Clarendon,203406.0,2018-19,10,1611661330.0,ATL,28.0,18,4,311.0,26,79,0.329,2,14,0.143,24,30,0.8,10,27,37,31,7,0,24,31,78,,,,
Layshia Clarendon,203406.0,2018-19,10,1611661323.0,CON,28.0,15,0,238.0,31,63,0.492,0,6,0.0,19,23,0.826,7,17,24,41,8,0,14,17,81,,,,
Layshia Clarendon,203406.0,2018-19,10,0.0,TOT,28.0,33,4,549.0,57,142,0.401,2,20,0.1,43,53,0.811,17,44,61,72,15,0,38,48,159,,,,
Layshia Clarendon,203406.0,2019-20,10,1611661323.0,CON,29.0,9,0,138.0,18,43,0.419,2,2,1.0,18,21,0.857,7,15,22,19,3,0,8,7,56,,,,
Layshia Clarendon,203406.0,2020-21,10,1611661313.0,NYL,30.0,19,19,496.0,74,159,0.465,15,44,0.341,55,63,0.873,6,42,48,74,18,0,65,55,218,,,,
Layshia Clarendon,203406.0,2021-22,10,1611661313.0,NYL,31.0,1,0,3.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,1,0,,,,
Layshia Clarendon,203406.0,2021-22,10,1611661324.0,MIN,31.0,21,20,540.0,92,178,0.517,5,14,0.357,29,37,0.784,12,53,65,119,13,0,64,59,218,,,,
Layshia Clarendon,203406.0,2021-22,10,0.0,TOT,31.0,22,20,543.0,92,178,0.517,5,14,0.357,29,37,0.784,12,53,65,119,13,0,66,60,218,,,,
Layshia Clarendon,203406.0,2023-24,10,1611661320.0,LAS,33.0,24,24,687.0,96,193,0.497,21,46,0.457,54,59,0.915,23,50,73,82,27,0,54,63,267,,,,
Layshia Clarendon,203406.0,2024-25,10,1611661320.0,LAS,33.0,21,12,335.0,32,75,0.427,7,20,0.35,20,23,0.87,6,32,38,54,15,1,25,44,91,,,,
Alysha Clark,202252.0,2012-13,10,1611661328.0,SEA,25.0,23,0,238.0,29,53,0.547,9,20,0.45,12,17,0.706,13,34,47,7,5,1,19,27,79,,,,
Alysha Clark,202252.0,2013-14,10,1611661328.0,SEA,26.0,33,0,505.0,48,106,0.453,16,41,0.39,19,25,0.76,32,50,82,12,14,5,35,50,131,,,,
Alysha Clark,202252.0,2014-15,10,1611661328.0,SEA,27.0,34,22,561.0,56,125,0.448,14,57,0.246,16,23,0.696,26,47,73,20,16,10,24,64,142,,,,
Alysha Clark,202252.0,2015-16,10,1611661328.0,SEA,28.0,33,31,763.0,86,158,0.544,24,68,0.353,31,40,0.775,13,108,121,39,23,6,36,79,227,,,,
Alysha Clark,202252.0,2016-17,10,1611661328.0,SEA,29.0,33,32,911.0,105,217,0.484,36,93,0.387,50,59,0.847,40,81,121,64,24,2,44,87,296,,,,
Alysha Clark,202252.0,2017-18,10,1611661328.0,SEA,30.0,33,33,934.0,106,202,0.525,22,67,0.328,38,51,0.745,33,105,138,54,24,4,33,80,272,,,,
Alysha Clark,202252.0,2018-19,10,1611661328.0,SEA,31.0,31,30,813.0,83,173,0.48,29,74,0.392,33,39,0.846,31,77,108,58,31,4,36,70,228,,,,
Alysha Clark,202252.0,2019-20,10,1611661328.0,SEA,32.0,31,30,881.0,114,237,0.481,51,106,0.481,18,22,0.818,37,108,145,79,33,17,48,60,297,,,,
Alysha Clark,202252.0,2020-21,10,1611661328.0,SEA,33.0,22,22,633.0,82,147,0.558,35,67,0.522,20,25,0.8,19,74,93,59,33,11,19,38,219,,,,
Alysha Clark,202252.0,2022-23,10,1611661322.0,WAS,35.0,29,29,766.0,91,196,0.464,30,99,0.303,21,23,0.913,23,108,131,59,28,8,38,55,233,,,,
Alysha Clark,202252.0,2023-24,10,1611661319.0,LVA,36.0,39,1,876.0,91,205,0.444,51,132,0.386,27,33,0.818,21,112,133,42,24,6,28,85,260,,,,
Alysha Clark,202252.0,2024-25,10,1611661319.0,LVA,37.0,40,18,972.0,85,192,0.443,47,126,0.373,23,28,0.821,21,124,145,70,33,11,55,107,240,,,,
Caitlin Clark,1642286.0,2024-25,10,1611661325.0,IND,23.0,40,40,1416.0,242,580,0.417,122,355,0.344,163,180,0.906,14,213,227,337,53,27,223,111,769,,,,
Natasha Cloud,204333.0,2015-16,10,1611661322.0,WAS,24.0,34,22,657.0,41,127,0.323,9,38,0.237,32,47,0.681,10,84,94,115,29,3,49,58,123,,,,
Natasha Cloud,204333.0,2016-17,10,1611661322.0,WAS,25.0,31,28,753.0,56,161,0.348,23,68,0.338,43,57,0.754,5,89,94,118,24,3,43,65,178,,,,
Natasha Cloud,204333.0,2017-18,10,1611661322.0,WAS,26.0,24,0,448.0,37,118,0.314,12,51,0.235,20,27,0.741,7,52,59,69,17,3,23,39,106,,,,
Natasha Cloud,204333.0,2018-19,10,1611661322.0,WAS,27.0,27,22,716.0,89,204,0.436,32,83,0.386,21,27,0.778,6,80,86,125,21,4,45,54,231,,,,
Natasha Cloud,204333.0,2019-20,10,1611661322.0,WAS,28.0,34,34,1093.0,110,279,0.394,45,138,0.326,41,60,0.683,6,78,84,190,35,7,65,69,306,,,,
Natasha Cloud,204333.0,2021-22,10,1611661322.0,WAS,30.0,27,27,852.0,81,208,0.389,26,95,0.274,46,55,0.836,11,87,98,174,37,4,59,62,234,,,,
Natasha Cloud,204333.0,2022-23,10,1611661322.0,WAS,31.0,34,34,1065.0,123,308,0.399,43,135,0.319,75,91,0.824,16,106,122,239,35,10,94,55,364,,,,
Natasha Cloud,204333.0,2023-24,10,1611661322.0,WAS,32.0,37,37,1199.0,149,395,0.377,45,151,0.298,126,140,0.9,8,130,138,229,39,10,95,95,469,,,,
Natasha Cloud,204333.0,2024-25,10,1611661317.0,PHO,32.0,38,38,1265.0,152,383,0.397,44,143,0.308,90,109,0.826,18,136,154,263,54,23,115,102,438,,,,
Nia Coffey,1628269.0,2017-18,10,1611661319.0,SAN,23.0,27,1,210.0,16,59,0.271,0,4,0.0,16,22,0.727,17,33,50,6,5,6,16,36,48,,,,
Nia Coffey,1628269.0,2018-19,10,1611661319.0,LVA,24.0,28,10,386.0,52,137,0.38,2,5,0.4,42,68,0.618,21,45,66,17,9,6,36,47,148,,,,
Nia Coffey,1628269.0,2019-20,10,1611661330.0,ATL,25.0,28,6,389.0,47,139,0.338,22,58,0.379,23,42,0.548,23,55,78,12,14,13,21,52,139,,,,
Nia Coffey,1628269.0,2020-21,10,1611661317.0,PHO,26.0,15,1,230.0,16,38,0.421,7,21,0.333,1,6,0.167,5,32,37,12,5,5,7,30,40,,,,
Nia Coffey,1628269.0,2021-22,10,1611661320.0,LAS,27.0,32,17,805.0,93,221,0.421,50,120,0.417,28,36,0.778,18,104,122,28,25,38,45,85,264,,,,
Nia Coffey,1628269.0,2022-23,10,1611661330.0,ATL,28.0,16,16,336.0,35,101,0.347,9,31,0.29,23,31,0.742,7,76,83,12,10,2,35,35,102,,,,
Nia Coffey,1628269.0,2023-24,10,1611661330.0,ATL,29.0,31,31,680.0,83,192,0.432,33,82,0.402,15,24,0.625,15,135,150,48,17,37,44,68,214,,,,
Nia Coffey,1628269.0,2024-25,10,1611661330.0,ATL,29.0,40,11,534.0,48,148,0.324,18,66,0.273,16,21,0.762,19,76,95,46,12,26,40,48,130,,,,
Napheesa Collier,1629483.0,2019-20,10,1611661324.0,MIN,23.0,34,34,1131.0,167,341,0.49,30,83,0.361,80,101,0.792,60,163,223,87,65,32,65,99,444,,,,
Napheesa Collier,1629483.0,2020-21,10,1611661324.0,MIN,24.0,22,22,752.0,136,260,0.523,20,49,0.408,63,76,0.829,61,138,199,73,40,28,59,60,355,,,,
Napheesa Collier,1629483.0,2021-22,10,1611661324.0,MIN,25.0,29,29,1002.0,175,397,0.441,21,83,0.253,98,114,0.86,50,142,192,92,38,37,68,82,469,,,,
Napheesa Collier,1629483.0,2022-23,10,1611661324.0,MIN,26.0,4,4,91.0,11,26,0.423,2,7,0.286,5,7,0.714,2,10,12,4,2,1,1,9,29,,,,
Napheesa Collier,1629483.0,2023-24,10,1611661324.0,MIN,27.0,37,37,1238.0,297,613,0.485,34,114,0.298,168,200,0.84,70,243,313,94,61,43,89,89,796,,,,
Napheesa Collier,1629483.0,2024-25,10,1611661324.0,MIN,28.0,34,34,1181.0,268,545,0.492,31,100,0.31,127,158,0.804,76,254,330,115,65,48,70,87,694,,,,
Sydney Colson,202641.0,2011-12,10,1611661313.0,NYL,22.0,16,0,86.0,7,20,0.35,3,7,0.429,5,6,0.833,0,6,6,10,4,2,17,9,22,,,,
Sydney Colson,202641.0,2015-16,10,1611661319.0,SAN,26.0,34,5,541.0,44,107,0.411,7,22,0.318,24,35,0.686,10,29,39,95,28,10,42,61,119,,,,
Sydney Colson,202641.0,2016-17,10,1611661319.0,SAN,27.0,34,0,573.0,59,137,0.431,5,26,0.192,49,59,0.831,14,41,55,87,38,1,51,62,172,,,,
Sydney Colson,202641.0,2017-18,10,1611661319.0,SAN,28.0,28,4,326.0,29,88,0.33,2,10,0.2,22,32,0.688,3,12,15,55,14,2,27,36,82,,,,
Sydney Colson,202641.0,2018-19,10,1611661324.0,MIN,29.0,2,0,17.0,3,7,0.429,0,2,0.0,1,2,0.5,1,1,2,4,0,1,4,2,7,,,,
Sydney Colson,202641.0,2019-20,10,1611661319.0,LVA,30.0,33,0,379.0,37,84,0.44,9,20,0.45,27,33,0.818,2,21,23,59,31,4,28,40,110,,,,
Sydney Colson,202641.0,2020-21,10,1611661329.0,CHI,31.0,17,0,110.0,9,21,0.429,3,9,0.333,7,8,0.875,1,6,7,14,6,0,14,13,28,,,,
Sydney Colson,202641.0,2022-23,10,1611661319.0,LVA,33.0,18,0,123.0,10,32,0.313,3,11,0.273,5,5,1.0,3,5,8,18,2,0,7,14,28,,,,
Sydney Colson,202641.0,2023-24,10,1611661319.0,LVA,34.0,28,0,135.0,12,27,0.444,6,16,0.375,5,6,0.833,4,8,12,22,9,1,6,24,35,,,,
Sydney Colson,202641.0,2024-25,10,1611661319.0,LVA,35.0,31,1,248.0,27,64,0.422,14,37,0.378,8,9,0.889,1,13,14,30,15,5,14,23,76,,,,
Zia Cooke,1641660.0,2023-24,10,1611661320.0,LAS,23.0,39,4,549.0,65,225,0.289,18,69,0.261,39,48,0.813,10,27,37,31,13,12,29,36,187,,,,
Zia Cooke,1641660.0,2024-25,10,1611661320.0,LAS,24.0,29,0,258.0,36,112,0.321,11,37,0.297,20,29,0.69,3,15,18,17,9,3,21,22,103,,,,
Kahleah Copper,1627674.0,2016-17,10,1611661322.0,WAS,22.0,30,3,487.0,65,156,0.417,14,30,0.467,43,63,0.683,13,79,92,23,15,2,33,54,187,,,,
Kahleah Copper,1627674.0,2017-18,10,1611661329.0,CHI,23.0,34,10,485.0,87,187,0.465,10,34,0.294,44,53,0.83,11,55,66,13,11,2,28,55,228,,,,
Kahleah Copper,1627674.0,2018-19,10,1611661329.0,CHI,24.0,33,2,524.0,81,204,0.397,24,64,0.375,49,56,0.875,17,56,73,20,10,6,32,45,235,,,,
Kahleah Copper,1627674.0,2019-20,10,1611661329.0,CHI,25.0,34,0,502.0,79,204,0.387,15,49,0.306,54,70,0.771,12,52,64,30,14,3,43,51,227,,,,
Kahleah Copper,1627674.0,2020-21,10,1611661329.0,CHI,26.0,22,22,688.0,132,266,0.496,21,61,0.344,41,56,0.732,21,99,120,47,21,5,54,52,326,,,,
Kahleah Copper,1627674.0,2021-22,10,1611661329.0,CHI,27.0,32,32,986.0,173,377,0.459,26,85,0.306,90,110,0.818,37,96,133,56,28,8,60,96,462,,,,
Kahleah Copper,1627674.0,2022-23,10,1611661329.0,CHI,28.0,31,31,891.0,176,366,0.481,36,101,0.356,100,129,0.775,32,144,176,70,14,1,63,75,488,,,,
Kahleah Copper,1627674.0,2023-24,10,1611661329.0,CHI,29.0,38,38,1184.0,262,585,0.448,69,171,0.404,117,152,0.77,25,142,167,77,35,10,94,93,710,,,,
Kahleah Copper,1627674.0,2024-25,10,1611661317.0,PHO,30.0,37,37,1197.0,273,628,0.435,69,220,0.314,167,207,0.807,24,144,168,84,29,3,110,121,782,,,,
Lorela Cubaj,1631032.0,2022-23,10,1611661313.0,NYL,24.0,11,0,88.0,4,12,0.333,0,0,0.0,0,0,0.0,9,14,23,4,0,2,5,12,8,,,,
Lorela Cubaj,1631032.0,2023-24,10,1611661330.0,ATL,25.0,3,0,19.0,0,1,0.0,0,0,0.0,0,0,0.0,0,7,7,0,0,1,1,4,0,,,,
Lorela Cubaj,1631032.0,2024-25,10,1611661330.0,ATL,26.0,28,1,221.0,15,35,0.429,0,0,0.0,3,5,0.6,19,22,41,15,9,2,12,33,33,,,,
Sophie Cunningham,1629482.0,2019-20,10,1611661317.0,PHO,23.0,32,5,389.0,28,79,0.354,14,46,0.304,30,34,0.882,6,39,45,25,11,4,20,53,100,,,,
Sophie Cunningham,1629482.0,2020-21,10,1611661317.0,PHO,24.0,21,11,396.0,35,91,0.385,12,51,0.235,22,25,0.88,9,13,22,16,11,3,15,46,104,,,,
Sophie Cunningham,1629482.0,2021-22,10,1611661317.0,PHO,25.0,30,4,524.0,59,135,0.437,32,78,0.41,19,27,0.704,9,51,60,32,14,7,16,56,169,,,,
Sophie Cunningham,1629482.0,2022-23,10,1611661317.0,PHO,26.0,28,20,827.0,120,267,0.449,70,175,0.4,42,48,0.875,19,104,123,45,28,10,29,94,352,,,,
Sophie Cunningham,1629482.0,2023-24,10,1611661317.0,PHO,27.0,31,31,898.0,111,269,0.413,58,172,0.337,70,80,0.875,17,71,88,65,20,11,46,99,350,,,,
Sophie Cunningham,1629482.0,2024-25,10,1611661317.0,PHO,28.0,40,21,1109.0,103,240,0.429,68,180,0.378,60,69,0.87,16,141,157,79,41,10,38,91,334,,,,
Crystal Dangerfield,1630101.0,2020-21,10,1611661324.0,MIN,23.0,21,19,629.0,124,263,0.471,34,102,0.333,59,64,0.922,5,36,41,75,18,1,53,31,341,,,,
Crystal Dangerfield,1630101.0,2021-22,10,1611661324.0,MIN,24.0,31,10,623.0,87,224,0.388,28,78,0.359,36,42,0.857,8,53,61,88,21,2,43,58,238,,,,
Crystal Dangerfield,1630101.0,2022-23,10,1611661325.0,IND,25.0,3,0,49.0,6,14,0.429,2,6,0.333,4,4,1.0,1,2,3,10,0,2,3,1,18,,,,
Crystal Dangerfield,1630101.0,2022-23,10,1611661313.0,NYL,25.0,30,27,662.0,60,152,0.395,21,65,0.323,21,30,0.7,13,50,63,75,18,2,28,42,162,,,,
Crystal Dangerfield,1630101.0,2022-23,10,0.0,TOT,25.0,33,27,710.0,66,166,0.398,23,71,0.324,25,34,0.735,14,52,66,85,18,4,31,43,180,,,,
Crystal Dangerfield,1630101.0,2023-24,10,1611661321.0,DAL,26.0,35,32,973.0,119,280,0.425,27,93,0.29,22,27,0.815,27,74,101,108,33,7,41,44,287,,,,
Crystal Dangerfield,1630101.0,2024-25,10,1611661330.0,ATL,26.0,15,0,211.0,15,54,0.278,5,23,0.217,11,11,1.0,1,15,16,26,4,3,9,13,46,,,,
Crystal Dangerfield,1630101.0,2024-25,10,1611661320.0,LAS,26.0,18,5,230.0,22,77,0.286,12,39,0.308,4,6,0.667,1,17,18,36,7,3,17,12,60,,,,
Crystal Dangerfield,1630101.0,2024-25,10,0.0,TOT,26.0,33,5,440.0,37,131,0.282,17,62,0.274,15,17,0.882,2,32,34,62,11,6,26,25,106,,,,
Damiris Dantas,203024.0,2014-15,10,1611661324.0,MIN,22.0,30,23,655.0,71,139,0.511,1,1,1.0,38,50,0.76,46,106,152,36,15,11,24,62,181,,,,
Damiris Dantas,203024.0,2015-16,10,1611661324.0,MIN,23.0,16,4,267.0,36,62,0.581,2,3,0.667,15,19,0.789,10,43,53,19,4,5,18,36,89,,,,
Damiris Dantas,203024.0,2015-16,10,1611661330.0,ATL,23.0,16,16,396.0,46,120,0.383,4,12,0.333,36,37,0.973,32,54,86,11,15,9,17,34,132,,,,
Damiris Dantas,203024.0,2015-16,10,0.0,TOT,23.0,32,20,663.0,82,182,0.451,6,15,0.4,51,56,0.911,42,97,139,30,19,14,35,70,221,,,,
Damiris Dantas,203024.0,2017-18,10,1611661330.0,ATL,25.0,34,2,614.0,102,260,0.392,26,98,0.265,33,43,0.767,33,88,121,23,17,19,28,79,263,,,,
Damiris Dantas,203024.0,2018-19,10,1611661330.0,ATL,26.0,19,0,255.0,42,97,0.433,5,21,0.238,13,18,0.722,17,28,45,16,8,0,10,32,102,,,,
Damiris Dantas,203024.0,2019-20,10,1611661324.0,MIN,27.0,26,26,667.0,89,206,0.432,42,107,0.393,19,26,0.731,28,88,116,84,19,15,45,74,239,,,,
Damiris Dantas,203024.0,2020-21,10,1611661324.0,MIN,28.0,22,22,586.0,102,220,0.464,39,90,0.433,40,55,0.727,37,97,134,58,25,5,40,56,283,,,,
Damiris Dantas,203024.0,2021-22,10,1611661324.0,MIN,29.0,24,20,572.0,66,175,0.377,34,102,0.333,18,24,0.75,15,82,97,55,10,7,44,48,184,,,,
Damiris Dantas,203024.0,2022-23,10,1611661324.0,MIN,30.0,15,15,262.0,28,92,0.304,16,61,0.262,5,6,0.833,10,47,57,28,3,1,16,18,77,,,,
Damiris Dantas,203024.0,2024-25,10,1611661325.0,IND,32.0,20,0,210.0,34,74,0.459,13,33,0.394,8,12,0.667,4,39,43,12,5,5,12,20,89,,,,
Kaela Davis,1628273.0,2017-18,10,1611661321.0,DAL,23.0,33,0,511.0,68,175,0.389,15,35,0.429,49,65,0.754,10,36,46,33,16,3,50,56,200,,,,
Kaela Davis,1628273.0,2018-19,10,1611661321.0,DAL,24.0,27,6,453.0,50,144,0.347,10,41,0.244,25,39,0.641,13,42,55,37,9,1,35,57,135,,,,
Kaela Davis,1628273.0,2019-20,10,1611661321.0,DAL,25.0,33,16,634.0,76,231,0.329,16,51,0.314,29,33,0.879,16,57,73,69,18,6,73,79,197,,,,
Kaela Davis,1628273.0,2020-21,10,1611661330.0,ATL,26.0,2,0,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,
Kaela Davis,1628273.0,2022-23,10,1611661329.0,CHI,28.0,1,0,10.0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,2,3,0,,,,
Kaela Davis,1628273.0,2022-23,10,1611661328.0,SEA,28.0,1,0,18.0,4,7,0.571,2,3,0.667,1,1,1.0,1,1,2,0,2,0,1,4,11,,,,
Kaela Davis,1628273.0,2022-23,10,1611661317.0,PHO,28.0,5,0,27.0,9,13,0.692,2,3,0.667,3,4,0.75,2,4,6,0,0,0,3,2,23,,,,
Kaela Davis,1628273.0,2022-23,10,0.0,TOT,28.0,7,0,55.0,13,21,0.619,4,6,0.667,4,5,0.8,3,6,9,1,2,0,6,9,34,,,,
Kaela Davis,1628273.0,2024-25,10,1611661329.0,CHI,29.0,4,0,52.0,4,12,0.333,2,2,1.0,2,4,0.5,1,3,4,1,1,2,4,5,12,,,,
Marquesha Davis,1642301.0,2024-25,10,1611661313.0,NYL,23.0,20,0,80.0,9,22,0.409,1,1,1.0,5,7,0.714,2,8,10,4,1,4,3,11,24,,,,
Diamond DeShields,1628890.0,2018-19,10,1611661329.0,CHI,24.0,34,33,967.0,166,391,0.425,40,122,0.328,117,140,0.836,37,130,167,74,37,10,70,74,489,,,,
Diamond DeShields,1628890.0,2019-20,10,1611661329.0,CHI,25.0,34,34,1027.0,192,481,0.399,50,158,0.316,117,140,0.836,29,158,187,82,43,14,74,92,551,,,,
Diamond DeShields,1628890.0,2020-21,10,1611661329.0,CHI,26.0,13,0,224.0,36,83,0.434,3,18,0.167,14,18,0.778,3,20,23,20,12,1,30,27,89,,,,
Diamond DeShields,1628890.0,2021-22,10,1611661329.0,CHI,27.0,32,22,860.0,123,313,0.393,24,80,0.3,91,111,0.82,13,99,112,75,38,12,60,101,361,,,,
Diamond DeShields,1628890.0,2022-23,10,1611661317.0,PHO,28.0,30,19,760.0,142,366,0.388,21,89,0.236,88,115,0.765,18,97,115,67,30,15,70,99,393,,,,
Diamond DeShields,1628890.0,2024-25,10,1611661329.0,CHI,29.0,32,10,441.0,56,161,0.348,9,52,0.173,22,36,0.611,7,39,46,43,20,8,29,52,143,,,,
Skylar Diggins-Smith,203400.0,2013-14,10,1611661321.0,TUL,23.0,32,21,845.0,89,271,0.328,19,78,0.244,75,90,0.833,15,46,61,123,41,8,92,65,272,,,,
Skylar Diggins-Smith,203400.0,2014-15,10,1611661321.0,TUL,24.0,34,34,1192.0,232,548,0.423,33,117,0.282,186,221,0.842,25,61,86,170,51,20,98,88,683,,,,
Skylar Diggins-Smith,203400.0,2015-16,10,1611661321.0,TUL,25.0,9,9,289.0,51,126,0.405,13,29,0.448,45,49,0.918,11,13,24,45,14,3,18,16,160,,,,
Skylar Diggins-Smith,203400.0,2016-17,10,1611661321.0,DAL,26.0,27,25,765.0,113,290,0.39,23,77,0.299,104,132,0.788,12,39,51,91,29,8,63,53,353,,,,
Skylar Diggins-Smith,203400.0,2017-18,10,1611661321.0,DAL,27.0,34,34,1162.0,192,455,0.422,49,140,0.35,195,218,0.894,23,95,118,198,45,28,95,80,628,,,,
Skylar Diggins-Smith,203400.0,2018-19,10,1611661321.0,DAL,28.0,32,32,1092.0,186,461,0.403,51,172,0.297,151,180,0.839,21,86,107,199,45,17,81,73,574,,,,
Skylar Diggins-Smith,203400.0,2020-21,10,1611661317.0,PHO,30.0,22,22,675.0,127,268,0.474,46,116,0.397,90,100,0.9,11,62,73,93,20,11,70,50,390,,,,
Skylar Diggins-Smith,203400.0,2021-22,10,1611661317.0,PHO,31.0,32,32,1040.0,177,392,0.452,50,135,0.37,162,198,0.818,17,84,101,168,34,25,82,71,566,,,,
Skylar Diggins-Smith,203400.0,2022-23,10,1611661317.0,PHO,32.0,30,30,1019.0,208,485,0.429,40,135,0.296,135,160,0.844,28,93,121,166,46,30,80,81,591,,,,
Skylar Diggins-Smith,203400.0,2024-25,10,1611661328.0,SEA,34.0,40,40,1262.0,218,510,0.427,39,134,0.291,130,150,0.867,28,77,105,257,68,36,110,112,605,,,,
Liz Dixon,,2023-24,,,,23.0,4,0,21.0,2,5,0.4,0,0,0.0,0,0,0.0,1,1,2,1,0,1,2,1,4,1641700.0,10,1611661323.0,CON
Liz Dixon,,2023-24,,,,23.0,10,0,57.0,8,14,0.571,0,0,0.0,7,8,0.875,8,5,13,2,0,2,2,3,23,1641700.0,10,1611661317.0,PHO
Liz Dixon,,2023-24,,,,23.0,14,0,78.0,10,19,0.526,0,0,0.0,7,8,0.875,9,6,15,3,0,3,4,4,27,1641700.0,10,0.0,TOT
Liz Dixon,,2024-25,,,,24.0,18,0,160.0,11,29,0.379,0,0,0.0,8,10,0.8,14,27,41,9,1,9,8,13,30,1641700.0,10,1611661317.0,PHO
Ivana Dojkić,1641602.0,2023-24,10,1611661328.0,SEA,26.0,23,15,461.0,48,119,0.403,23,55,0.418,31,43,0.721,4,36,40,65,18,4,35,44,150,,,,
Ivana Dojkić,1641602.0,2024-25,10,1611661313.0,NYL,27.0,26,0,257.0,25,74,0.338,16,42,0.381,21,27,0.778,9,13,22,20,9,1,14,26,87,,,,
Stefanie Dolson,203828.0,2014-15,10,1611661322.0,WAS,23.0,34,1,627.0,87,177,0.492,0,3,0.0,30,37,0.811,31,118,149,42,12,37,58,91,204,,,,
Stefanie Dolson,203828.0,2015-16,10,1611661322.0,WAS,24.0,34,33,841.0,148,299,0.495,10,21,0.476,54,62,0.871,49,143,192,53,16,36,63,98,360,,,,
Stefanie Dolson,203828.0,2016-17,10,1611661322.0,WAS,25.0,34,31,765.0,119,247,0.482,9,30,0.3,70,83,0.843,48,111,159,38,13,32,39,88,317,,,,
Stefanie Dolson,203828.0,2017-18,10,1611661329.0,CHI,26.0,33,33,968.0,194,346,0.561,31,71,0.437,60,69,0.87,42,151,193,85,18,43,81,120,479,,,,
Stefanie Dolson,203828.0,2018-19,10,1611661329.0,CHI,27.0,27,25,745.0,107,229,0.467,18,52,0.346,30,32,0.938,20,104,124,81,15,24,48,81,262,,,,
Stefanie Dolson,203828.0,2019-20,10,1611661329.0,CHI,28.0,34,34,850.0,121,233,0.519,30,83,0.361,44,49,0.898,41,148,189,75,21,34,66,125,316,,,,
Stefanie Dolson,203828.0,2020-21,10,1611661329.0,CHI,29.0,15,8,273.0,35,71,0.493,12,32,0.375,14,19,0.737,11,41,52,25,6,13,15,48,96,,,,
Stefanie Dolson,203828.0,2021-22,10,1611661329.0,CHI,30.0,24,15,480.0,71,146,0.486,19,47,0.404,18,19,0.947,16,69,85,30,6,19,31,64,179,,,,
Stefanie Dolson,203828.0,2022-23,10,1611661313.0,NYL,31.0,36,36,826.0,113,229,0.493,26,66,0.394,38,42,0.905,43,129,172,66,13,28,56,112,290,,,,
Stefanie Dolson,203828.0,2023-24,10,1611661313.0,NYL,32.0,23,0,273.0,35,68,0.515,12,26,0.462,11,14,0.786,13,32,45,27,1,6,21,41,93,,,,
Stefanie Dolson,203828.0,2024-25,10,1611661322.0,WAS,33.0,39,39,1013.0,133,280,0.475,72,155,0.465,33,42,0.786,33,160,193,102,21,18,68,114,371,,,,
Aaliyah Edwards,1642290.0,2024-25,10,1611661322.0,WAS,22.0,34,17,741.0,103,210,0.49,0,7,0.0,52,80,0.65,48,143,191,48,25,27,50,91,258,,,,
Queen Egbo,1631031.0,2022-23,10,1611661325.0,IND,23.0,33,31,720.0,95,215,0.442,0,0,0.0,49,76,0.645,61,148,209,31,30,40,64,98,239,,,,
Queen Egbo,1631031.0,2023-24,10,1611661325.0,IND,24.0,16,0,143.0,18,45,0.4,0,0,0.0,11,17,0.647,16,49,65,2,2,8,11,31,47,,,,
Queen Egbo,1631031.0,2023-24,10,1611661322.0,WAS,24.0,21,0,332.0,56,103,0.544,0,0,0.0,19,30,0.633,24,69,93,9,13,16,24,55,131,,,,
